device_id,group_id,ip,user_name,password,run_path,stake_mark,can0_type,can1_type,can2_type,can3_type,can0_file,can1_file,can2_file,can3_file
28,1,44.114.46.211,root,,/mnt/r%/,K69+174.0,16,15,14,17,,,,
27,1,44.114.46.231,root,,/mnt/r%/,K69+635.0,16,15,14,17,,,,
26,1,44.114.47.2,root,,/mnt/r%/,K70+95.0,17,15,14,16,,,,
25,1,44.114.47.21,root,,/mnt/r%/,K70+557.0,16,14,15,17,,,,
24,1,44.114.47.41,root,,/mnt/r%/,K71+15.0,16,14,15,17,,,,
23,1,44.114.47.61,root,,/mnt/r%/,K71+499.0,16,14,15,17,,,,
22,1,44.114.47.81,root,,/mnt/r%/,K71+949.0,16,15,14,17,,,,
21,1,44.114.47.101,root,,/mnt/r%/,K72+429.0,17,14,15,16,,,,
20,1,44.114.47.121,root,,/mnt/r%/,K72+908.0,16,14,15,17,,,,
19,1,44.114.47.141,root,,/mnt/r%/,K73+388.0,16,14,15,17,,,,
18,1,44.114.47.161,root,,/mnt/r%/,K73+838.0,16,15,14,17,,,,
17,1,44.114.47.181,root,,/mnt/r%/,K74+303.0,16,14,15,17,,,,
16,1,44.114.47.201,root,,/mnt/r%/,K74+768.0,16,14,15,17,,,,
15,1,44.114.47.221,root,,/mnt/r%/,K75+248.0,17,15,14,16,,,,
14,1,44.114.47.241,root,,/mnt/r%/,K75+739.0,17,15,14,16,,,,
13,1,44.114.45.2,root,,/mnt/r%/,K76+219.0,16,15,14,17,,,,
12,1,44.114.45.21,root,,/mnt/r%/,K76+707.0,16,0,15,17,,,,
11,1,44.114.45.41,root,,/mnt/r%/,K77+209.0,16,14,15,17,,,,
10,5,44.114.45.61,root,,/mnt/r%/,K77+689.0,16,15,14,17,,,,
9,1,44.114.45.81,root,,/mnt/r%/,K78+161.0,16,14,15,17,,,,
8,1,44.114.45.101,root,,/mnt/r%/,K78+559.0,16,15,14,17,,,,
7,1,44.114.45.121,root,,/mnt/r%/,K78+979.0,16,15,14,17,,,,
6,1,44.114.45.141,root,,/mnt/r%/,K79+400.0,16,14,15,17,,,,
5,1,44.114.45.161,root,,/mnt/r%/,K79+821.0,16,14,15,17,,,,
4,1,44.114.45.181,root,,/mnt/r%/,K80+263.0,16,0,0,17,,,,
3,1,44.114.45.201,root,,/mnt/r%/,K80+751.0,16,15,14,17,,,,
2,1,44.114.45.221,root,,/mnt/r%/,K81+231.0,16,15,14,17,,,,
1,1,44.114.45.241,root,,/mnt/r%/,K81+706.0,0,15,14,0,,,,
175,1,44.114.46.29,root,,/mnt/r%/,K81+706.0,0,16,17,0,,,,
176,1,44.114.46.30,root,,/mnt/r%/,K80+263.0,0,14,15,0,,,,
177,1,44.114.46.31,root,,/mnt/r%/,K76+707.0,0,0,0,14,,,,
